Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Biệt thự,Quận 9 (TP. Thủ Đức),488,3,2,34.09
Chung cư,Quận 6,91,6,1,1.76
Nhà mặt tiền,Quận Bình Thạnh,274,5,2,23.69
Nhà mặt tiền,Quận 4,462,1,1,7.34
Nhà mặt tiền,Huyện Cần Giờ,279,8,2,3.65
Biệt thự,Huyện Nhà Bè,278,7,6,35.1
Biệt thự,Huyện Nhà Bè,427,6,2,31.23
Biệt thự,Quận 4,294,6,4,28.89
Nhà mặt tiền,Huyện Hóc Môn,211,5,3,4.12
Chung cư,Quận 9 (TP. Thủ Đức),524,1,1,3.26
Biệt thự,Huyện Hóc Môn,11,3,5,0.48
Biệt thự,Quận 9 (TP. Thủ Đức),453,8,1,25.21
Chung cư,Quận Gò Vấp,392,8,4,15.58
Chung cư,Quận 11,164,5,5,7.98
Nhà hẻm,Huyện Nhà Bè,533,6,5,15.27
Nhà mặt tiền,Quận 1,352,6,6,148.54
Chung cư,Quận 6,116,1,5,2.6
Biệt thự,Quận Gò Vấp,198,3,2,23.22
Nhà mặt tiền,Quận 8,479,3,5,32.12
Nhà mặt tiền,Huyện Nhà Bè,439,4,1,11.39
Chung cư,Quận Gò Vấp,409,5,4,14.11
Nhà hẻm,Quận 7,416,1,4,10.17
Chung cư,Quận 4,268,3,2,3.24
Nhà mặt tiền,Huyện Nhà Bè,442,5,2,18.27
Biệt thự,Quận Bình Thạnh,254,6,5,68.09
Nhà mặt tiền,Quận Bình Thạnh,537,7,3,60.76
Nhà mặt tiền,Quận 7,225,3,2,11.76
Chung cư,Quận 6,349,7,2,10.27
Chung cư,Huyện Hóc Môn,157,8,6,1.6
Nhà mặt tiền,Quận Phú Nhuận,144,3,5,22.59
Chung cư,Huyện Bình Chánh,256,6,1,0.91
Biệt thự,Quận 10,267,5,3,88.76
Nhà mặt tiền,Quận 7,404,8,2,24.24
Nhà hẻm,Quận 11,343,4,3,18.92
Biệt thự,Quận Bình Thạnh,130,9,4,33.38
Nhà mặt tiền,Quận 6,421,9,1,22.5
Nhà hẻm,Quận Bình Thạnh,39,3,3,1.94
Nhà mặt tiền,Huyện Củ Chi,329,8,2,2.06
Biệt thự,Quận 1,224,8,2,139.78
Biệt thự,Huyện Cần Giờ,231,2,1,2.93
Chung cư,Quận 3,258,2,4,17.69
Nhà mặt tiền,Quận 5,226,2,6,46.33
Biệt thự,Quận 9 (TP. Thủ Đức),197,5,2,14.72
Nhà hẻm,Quận 10,215,3,6,19.7
Nhà hẻm,Huyện Nhà Bè,191,4,2,3.54
Nhà hẻm,Huyện Nhà Bè,173,9,4,5.45
Biệt thự,Quận Tân Phú,145,1,5,17.53
Nhà hẻm,Quận 9 (TP. Thủ Đức),458,4,3,9.17
Chung cư,Quận 9 (TP. Thủ Đức),39,4,3,0.64
Biệt thự,Quận Tân Phú,203,7,6,38.03
Nhà mặt tiền,Quận Bình Tân,225,4,2,10.97
Nhà hẻm,Quận Tân Bình,199,4,2,9.13
Nhà hẻm,Huyện Hóc Môn,536,4,3,5.21
Nhà mặt tiền,Quận 8,206,2,3,10.9
Nhà hẻm,Quận 6,401,7,4,17.04
Nhà mặt tiền,Quận 11,502,9,4,65.92
Biệt thự,Quận 3,223,1,1,33.11
Nhà mặt tiền,Quận Bình Thạnh,222,6,5,33.5
Chung cư,Huyện Củ Chi,468,6,4,1.33
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),528,1,5,38.13
Biệt thự,Quận 9 (TP. Thủ Đức),258,3,6,23.9
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),258,2,2,19.56
Chung cư,Quận Bình Tân,475,8,5,14.4
Biệt thự,Quận 12,517,5,4,46.79
Nhà mặt tiền,Quận 4,237,6,6,12.86
Chung cư,Quận 12,290,2,3,4.1
Nhà hẻm,Quận 11,411,9,6,34.84
Chung cư,Quận 4,440,9,5,10.56
Nhà mặt tiền,Huyện Hóc Môn,459,1,6,7.64
Nhà mặt tiền,Quận 10,363,1,2,35.8
Chung cư,Quận 6,418,7,1,7.48
Biệt thự,Quận Bình Thạnh,507,2,2,69.71
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),47,7,5,2.38
Nhà mặt tiền,Quận 8,182,5,4,12.69
Biệt thự,Quận Phú Nhuận,356,4,2,83.8
Chung cư,Quận 1,317,9,3,42.7
Chung cư,Quận Gò Vấp,282,7,5,11.27
Nhà mặt tiền,Quận 12,308,2,5,12.8
Biệt thự,Huyện Nhà Bè,248,4,6,29.83
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),471,2,5,19.72
Biệt thự,Quận Tân Phú,453,3,1,34.04
Biệt thự,Quận 2 (TP. Thủ Đức),317,4,1,32.97
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),473,1,5,15.71
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),228,5,1,6.89
Chung cư,Quận 7,388,3,1,5.14
Chung cư,Quận Phú Nhuận,439,3,4,22.04
Nhà mặt tiền,Quận 5,477,9,3,101.82
Biệt thự,Huyện Củ Chi,356,9,5,6.66
Biệt thự,Quận 5,39,1,2,8.22
Nhà mặt tiền,Quận 10,270,6,3,50.42
Nhà mặt tiền,Quận 7,242,6,3,16.2
Chung cư,Quận 9 (TP. Thủ Đức),190,5,5,4.29
Nhà hẻm,Huyện Nhà Bè,301,6,2,5.73
Nhà hẻm,Quận 4,455,6,5,11.56
Nhà mặt tiền,Quận 7,295,2,2,13.84
Chung cư,Huyện Bình Chánh,197,9,4,1.57
Nhà hẻm,Quận Tân Phú,361,8,5,17.66
Chung cư,Quận Bình Tân,349,6,2,7.13
Nhà mặt tiền,Quận 3,464,2,2,61.09
Nhà mặt tiền,Quận Phú Nhuận,104,6,2,11.39
Nhà hẻm,Huyện Củ Chi,24,2,2,0.05
Nhà hẻm,Quận Bình Tân,45,2,5,1.34
Biệt thự,Quận 7,472,1,4,44.98
Chung cư,Quận 3,265,7,3,21.83
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),184,2,5,7.58
Nhà hẻm,Quận Gò Vấp,29,6,5,1.57
Biệt thự,Quận 10,351,4,1,66.05
Nhà mặt tiền,Huyện Nhà Bè,327,3,1,7.77
Biệt thự,Quận 2 (TP. Thủ Đức),408,9,6,113.5
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),268,1,5,8.51
Nhà hẻm,Quận 12,456,8,1,6.12
Biệt thự,Quận Gò Vấp,195,1,3,19.25
Nhà hẻm,Quận 4,356,2,6,7.6
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),109,9,3,12.2
Biệt thự,Quận 5,498,3,3,186.48
Chung cư,Quận Phú Nhuận,144,3,3,6.73
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),81,9,6,10.38
Nhà mặt tiền,Huyện Nhà Bè,526,4,6,26.47
Nhà mặt tiền,Quận Tân Bình,179,2,1,9.2
Chung cư,Quận 12,361,6,6,7.19
Biệt thự,Quận 3,334,3,5,143.02
Nhà mặt tiền,Quận Gò Vấp,388,1,6,25.43
Nhà hẻm,Quận 8,457,6,4,17.27
Nhà hẻm,Quận 4,240,6,1,3.22
Nhà mặt tiền,Quận 6,303,6,3,24.81
Nhà hẻm,Quận Gò Vấp,465,2,2,12.62
Nhà hẻm,Quận Tân Bình,208,1,5,9
Nhà hẻm,Quận Bình Thạnh,103,4,6,6.25
Nhà hẻm,Quận Tân Bình,197,8,5,13.78
Nhà hẻm,Quận 3,126,4,3,13.05
Chung cư,Quận 1,215,3,4,26.03
Nhà mặt tiền,Quận 6,442,7,1,22.36
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),242,3,3,9.33
Nhà mặt tiền,Huyện Nhà Bè,228,2,6,11.24
Chung cư,Quận 3,110,1,2,4.56
Nhà mặt tiền,Quận Gò Vấp,58,3,1,2.41
Chung cư,Quận 4,355,9,1,3.8
Biệt thự,Quận 12,446,5,6,50.69
Biệt thự,Huyện Cần Giờ,315,2,4,7.78
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),513,6,2,41.17
Nhà mặt tiền,Quận 7,40,1,1,1.03
Nhà hẻm,Quận Tân Bình,201,9,4,14.94
Nhà mặt tiền,Quận 12,370,8,5,20.31
Nhà mặt tiền,Quận Tân Phú,112,5,1,4.67
Chung cư,Huyện Củ Chi,356,8,5,1.18
Biệt thự,Quận Tân Bình,534,8,6,157.8
Nhà mặt tiền,Quận 3,248,2,3,38.89
Biệt thự,Quận Bình Tân,433,6,4,64.43
Nhà mặt tiền,Quận Bình Tân,364,1,6,18.48
Nhà mặt tiền,Huyện Nhà Bè,269,2,6,11.34
Chung cư,Quận 5,55,1,6,3.6
Nhà hẻm,Quận Tân Bình,80,3,2,3.26
Chung cư,Quận 1,502,9,1,43.94
Nhà mặt tiền,Quận 12,15,5,5,0.78
Nhà mặt tiền,Quận Bình Thạnh,76,8,4,9.87
Biệt thự,Huyện Hóc Môn,429,4,1,9.2
Nhà hẻm,Quận 10,278,5,3,26.56
Biệt thự,Quận 1,83,5,4,55.74
Chung cư,Huyện Nhà Bè,93,8,2,1.61
Chung cư,Quận Bình Tân,503,5,6,14.81
Nhà hẻm,Quận Tân Phú,384,1,6,12.04
Chung cư,Huyện Hóc Môn,293,1,1,0.85
Nhà hẻm,Quận 9 (TP. Thủ Đức),126,7,2,2.61
Nhà hẻm,Quận 7,226,7,1,5.25
Nhà mặt tiền,Quận 6,70,7,3,6
Nhà mặt tiền,Huyện Cần Giờ,93,3,5,1.33
Chung cư,Huyện Bình Chánh,298,6,6,2.4
Nhà mặt tiền,Quận Tân Phú,405,8,5,46.01
Chung cư,Quận Gò Vấp,334,5,1,6.02
Biệt thự,Huyện Củ Chi,429,3,2,4.08
Nhà hẻm,Quận 6,52,7,2,1.76
Nhà mặt tiền,Huyện Nhà Bè,294,4,6,16.37
Nhà hẻm,Huyện Hóc Môn,361,3,6,4.48
Chung cư,Huyện Cần Giờ,103,2,2,0.36
Nhà mặt tiền,Quận Gò Vấp,48,9,2,3.88
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),521,2,4,44.02
Nhà hẻm,Quận Bình Thạnh,51,7,5,3.41
Nhà hẻm,Quận Bình Thạnh,141,4,4,8.53
Biệt thự,Quận 5,191,5,6,98.74
Nhà mặt tiền,Quận Bình Tân,511,3,2,22.52
Chung cư,Quận 3,24,4,6,2.17
Biệt thự,Quận Tân Phú,418,7,5,77.83
Biệt thự,Quận Bình Thạnh,454,8,4,115.65
Chung cư,Quận 10,177,2,3,9.45
Biệt thự,Quận 7,373,5,1,32.31
Chung cư,Huyện Bình Chánh,222,2,1,0.62
Biệt thự,Quận 11,232,1,6,38.95
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),388,4,5,20.37
Nhà hẻm,Quận Tân Bình,441,9,1,15.08
Nhà mặt tiền,Quận 8,67,8,6,5.93
Chung cư,Quận Tân Bình,353,9,4,19.85
Biệt thự,Huyện Nhà Bè,194,9,5,23.19
Chung cư,Quận Gò Vấp,268,1,4,5.76
Nhà hẻm,Quận 2 (TP. Thủ Đức),194,9,6,14.22
Nhà hẻm,Huyện Hóc Môn,428,9,5,6.08
Biệt thự,Quận 1,139,3,3,81.55
Nhà hẻm,Quận Phú Nhuận,284,3,4,19.56
Biệt thự,Quận 3,311,1,1,46.18
Chung cư,Quận 4,408,1,3,4.34
Chung cư,Quận Bình Thạnh,185,8,4,10.19
Nhà hẻm,Quận Tân Bình,438,4,6,28.38
Chung cư,Quận 10,146,4,3,9.58
Biệt thự,Quận 4,84,1,2,3.79
Nhà mặt tiền,Quận Bình Thạnh,86,8,3,9.38
Chung cư,Huyện Nhà Bè,109,3,6,2.34
Chung cư,Quận 7,276,6,2,6.96
Nhà hẻm,Quận Bình Tân,336,4,5,10.32
Chung cư,Quận 9 (TP. Thủ Đức),419,3,4,6.96
Biệt thự,Quận 8,367,5,3,48.12
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),428,8,4,30.21
Biệt thự,Quận 10,147,4,6,57.05
Nhà hẻm,Quận 8,383,2,5,12.52
Nhà mặt tiền,Huyện Hóc Môn,48,1,6,0.8
Biệt thự,Quận Tân Bình,398,5,2,79.81
Nhà hẻm,Huyện Cần Giờ,252,2,6,1.79
Nhà hẻm,Huyện Củ Chi,226,8,3,0.8
Chung cư,Quận Thủ Đức (TP. Thủ Đức),367,5,1,4.9
Biệt thự,Quận 8,535,7,6,94.06
Nhà hẻm,Quận 11,58,7,3,3.5
Biệt thự,Quận Bình Tân,48,3,2,4.32
Biệt thự,Huyện Bình Chánh,244,5,2,6.35
Nhà hẻm,Quận 6,499,4,1,10.45
Biệt thự,Quận 9 (TP. Thủ Đức),246,6,2,20.78
Nhà mặt tiền,Quận Phú Nhuận,474,8,5,89.49
Biệt thự,Huyện Nhà Bè,398,6,5,46.34
Nhà hẻm,Huyện Củ Chi,247,8,6,1.07
Nhà mặt tiền,Huyện Củ Chi,270,2,1,0.77
Chung cư,Quận Bình Tân,237,3,6,6.05
Nhà mặt tiền,Quận 5,449,3,2,67.89
Nhà mặt tiền,Huyện Bình Chánh,387,8,5,8.13
Nhà mặt tiền,Quận Tân Phú,223,7,4,19.61
Nhà hẻm,Quận 12,415,8,5,12.73
Nhà mặt tiền,Huyện Hóc Môn,140,7,3,3.28
Nhà hẻm,Quận 6,409,5,2,13.46
Biệt thự,Quận Tân Bình,127,2,4,24.24
Nhà hẻm,Huyện Nhà Bè,289,2,6,6.41
Biệt thự,Quận 11,512,7,6,153.28
Nhà hẻm,Quận 7,442,2,5,14.19
Nhà mặt tiền,Quận Phú Nhuận,348,1,1,17.59
Nhà mặt tiền,Quận 5,485,4,4,102.81
Biệt thự,Huyện Cần Giờ,486,2,5,13.13
Nhà hẻm,Quận 8,358,2,1,5.3
Nhà hẻm,Quận 3,355,4,6,44.43
Nhà hẻm,Quận Tân Phú,289,7,6,15.71
Nhà mặt tiền,Quận 12,465,4,2,17.26
Nhà hẻm,Quận 2 (TP. Thủ Đức),32,2,6,1.61
Chung cư,Quận 3,130,1,3,6.16
Nhà mặt tiền,Quận 8,38,2,1,1.1
Nhà mặt tiền,Huyện Hóc Môn,54,2,6,1.09
Nhà mặt tiền,Huyện Cần Giờ,404,8,3,5.59
Nhà mặt tiền,Quận Bình Tân,331,2,3,16.52
Nhà hẻm,Quận 8,534,3,2,12.69
Nhà hẻm,Quận 1,82,2,3,10.39
Chung cư,Quận 6,378,5,3,11.7
Biệt thự,Quận 2 (TP. Thủ Đức),92,3,3,16.03
Chung cư,Quận 10,12,6,2,0.75
Chung cư,Huyện Bình Chánh,118,8,3,0.76
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),162,7,2,14.79
Nhà hẻm,Quận 12,133,7,6,4.03
Chung cư,Quận Bình Thạnh,258,7,6,15.86
Biệt thự,Quận 9 (TP. Thủ Đức),213,4,1,9.67
Nhà hẻm,Quận Gò Vấp,351,4,6,15.84
Chung cư,Huyện Nhà Bè,309,8,2,5.13
Chung cư,Quận 8,394,9,5,13.48
Chung cư,Quận 9 (TP. Thủ Đức),230,7,4,4.97
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),169,4,2,4.07
Chung cư,Huyện Nhà Bè,123,5,6,2.76
Chung cư,Huyện Hóc Môn,442,5,1,1.93
Biệt thự,Quận 8,365,7,6,57.19
Chung cư,Quận 1,163,4,1,11.6
Biệt thự,Quận Tân Phú,519,7,2,71.17
Chung cư,Quận Thủ Đức (TP. Thủ Đức),344,6,4,8.81
Chung cư,Quận 9 (TP. Thủ Đức),258,3,2,3.14
Nhà hẻm,Quận 10,261,9,2,24.14
Chung cư,Huyện Nhà Bè,123,4,1,1.14
Nhà hẻm,Quận Gò Vấp,224,2,1,4.08
Biệt thự,Huyện Bình Chánh,442,4,1,7.37
Nhà mặt tiền,Quận 5,67,7,3,14.31
Biệt thự,Quận Gò Vấp,155,7,3,25.88
Chung cư,Quận Thủ Đức (TP. Thủ Đức),20,7,2,0.4
Chung cư,Huyện Củ Chi,305,6,2,0.67
Chung cư,Quận 6,250,6,1,4.67
Chung cư,Quận 4,28,8,2,0.43
Nhà hẻm,Huyện Nhà Bè,110,2,6,2.39
Chung cư,Huyện Bình Chánh,114,4,6,0.8
Nhà mặt tiền,Quận 10,263,5,6,57.61
Biệt thự,Quận 9 (TP. Thủ Đức),371,3,3,28.13
Nhà hẻm,Quận Bình Thạnh,494,4,6,34.02
Nhà mặt tiền,Quận Gò Vấp,164,6,1,8.06
Chung cư,Huyện Cần Giờ,534,6,1,1.74
Nhà hẻm,Quận 7,122,5,3,4.38
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),224,9,6,14.31
Chung cư,Quận 12,174,3,1,1.56
Biệt thự,Huyện Hóc Môn,350,5,5,15.98
Biệt thự,Huyện Hóc Môn,102,3,4,4.29
Chung cư,Quận Thủ Đức (TP. Thủ Đức),359,5,5,9.01
Biệt thự,Quận 6,443,3,6,82.48
Nhà hẻm,Quận 6,374,6,1,9.52
Nhà mặt tiền,Huyện Bình Chánh,180,4,3,2.69
Chung cư,Huyện Bình Chánh,242,5,6,1.98
Biệt thự,Quận 4,234,7,2,18.08
Biệt thự,Quận 2 (TP. Thủ Đức),467,4,5,101.88
Chung cư,Quận Thủ Đức (TP. Thủ Đức),200,5,2,3.65
Biệt thự,Quận 9 (TP. Thủ Đức),459,9,6,51.41
Nhà mặt tiền,Quận Gò Vấp,287,2,1,10.33
Chung cư,Quận Gò Vấp,529,3,2,11.54
Chung cư,Quận 9 (TP. Thủ Đức),247,1,6,3.23
Biệt thự,Huyện Bình Chánh,249,7,1,5.26
Nhà mặt tiền,Quận Bình Tân,77,3,4,4.63
Chung cư,Huyện Củ Chi,493,9,6,1.55
Nhà mặt tiền,Quận 12,331,9,2,14.61
Biệt thự,Quận 11,25,4,5,6.32
Chung cư,Quận 9 (TP. Thủ Đức),327,2,5,4.92
Chung cư,Huyện Cần Giờ,41,8,3,0.23
Biệt thự,Huyện Bình Chánh,349,3,5,11.58
Nhà mặt tiền,Quận 8,39,3,5,2.57
Nhà mặt tiền,Quận Bình Tân,461,6,5,34.1
Nhà hẻm,Quận 6,453,5,6,23.5
Chung cư,Quận 10,439,8,4,39.21
Nhà hẻm,Huyện Nhà Bè,163,9,3,4.47
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),76,3,1,4.03
Biệt thự,Huyện Bình Chánh,506,1,5,12.45
Nhà mặt tiền,Quận 6,533,3,1,21.89
Nhà mặt tiền,Quận 12,523,2,3,18.75
Chung cư,Quận Thủ Đức (TP. Thủ Đức),412,9,3,10.55
Biệt thự,Quận Phú Nhuận,133,4,1,19.98
Chung cư,Quận 10,361,1,3,15.25
Biệt thự,Huyện Hóc Môn,77,1,6,2.43
Nhà mặt tiền,Quận 10,210,7,5,44.89
Biệt thự,Quận 1,480,3,2,235.76
Nhà mặt tiền,Quận 5,507,3,4,96.09
Nhà mặt tiền,Huyện Nhà Bè,521,4,4,27.65
Biệt thự,Quận Gò Vấp,226,6,3,37.04
Chung cư,Quận Phú Nhuận,433,2,1,10.85
Nhà hẻm,Huyện Bình Chánh,237,2,3,1.37
Chung cư,Quận Phú Nhuận,288,4,1,8.28
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),289,4,4,31.13
Nhà hẻm,Quận 8,355,1,3,7.28
Biệt thự,Quận Bình Thạnh,25,4,6,6.85
Nhà hẻm,Quận 7,110,3,2,3.08
Chung cư,Quận 9 (TP. Thủ Đức),351,2,4,4.94
Biệt thự,Quận 3,328,2,3,96.84
Nhà hẻm,Quận Bình Thạnh,147,1,2,4.12
Biệt thự,Huyện Cần Giờ,61,2,4,1.43
Biệt thự,Quận 2 (TP. Thủ Đức),452,4,6,104.35
Nhà mặt tiền,Quận Tân Bình,176,2,3,16.74
Nhà mặt tiền,Quận 5,269,6,5,67.71
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),483,4,4,30.54
Nhà hẻm,Quận 9 (TP. Thủ Đức),100,3,6,2.55
Biệt thự,Quận Tân Phú,170,7,2,23.94
Chung cư,Quận Bình Tân,443,1,3,6.44
Nhà mặt tiền,Quận Tân Bình,372,1,5,32.32
Biệt thự,Quận Bình Tân,10,5,3,1.21
Nhà hẻm,Quận 2 (TP. Thủ Đức),466,6,5,27.21
Chung cư,Quận 12,455,4,2,6.1
Chung cư,Quận Bình Thạnh,230,1,5,7.03
Nhà hẻm,Quận 1,471,9,2,64.77
Biệt thự,Quận 9 (TP. Thủ Đức),403,9,4,45.67
Nhà hẻm,Quận 9 (TP. Thủ Đức),48,9,2,0.94
Biệt thự,Quận 6,287,5,1,26.42
Biệt thự,Quận 7,403,2,5,50.07
Chung cư,Quận Tân Bình,302,9,6,18.8
Nhà mặt tiền,Huyện Hóc Môn,531,4,4,11.46
Biệt thự,Quận 7,481,6,2,61.95
Chung cư,Quận 11,315,6,4,15.33
Biệt thự,Quận 4,82,9,4,8.45
Biệt thự,Quận 5,72,2,4,26.69
Biệt thự,Quận 11,42,9,1,5.68
Nhà hẻm,Quận 7,113,8,2,4.09
Nhà mặt tiền,Quận Tân Bình,435,1,4,34.08
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),241,4,6,33.12
Nhà mặt tiền,Quận 4,341,8,4,17.13
Chung cư,Quận 3,82,1,4,4.22
Chung cư,Quận 6,217,2,1,3.14
Nhà hẻm,Quận Tân Bình,238,4,3,12.41
Chung cư,Huyện Cần Giờ,313,1,3,1.11
Biệt thự,Huyện Nhà Bè,388,6,1,21.4
Nhà mặt tiền,Quận 3,280,2,6,59.09
Nhà hẻm,Quận 8,258,2,4,7.64
Biệt thự,Quận Bình Tân,367,9,3,52.52
Biệt thự,Huyện Củ Chi,411,9,3,5.74
Nhà hẻm,Quận 10,52,2,3,3.72
Biệt thự,Quận Gò Vấp,48,6,4,8.74
Nhà hẻm,Quận 7,269,4,6,12.19
Nhà mặt tiền,Quận Bình Tân,228,3,3,12.2
Chung cư,Quận 8,45,2,4,0.95
Biệt thự,Quận Phú Nhuận,225,7,1,38.8
Nhà mặt tiền,Huyện Củ Chi,413,2,1,1.15
Biệt thự,Quận Tân Bình,256,3,5,63.05
Nhà hẻm,Quận Bình Tân,81,7,3,2.88
Chung cư,Quận Bình Thạnh,255,3,4,10.46
Chung cư,Quận Gò Vấp,175,6,6,7.67
Biệt thự,Huyện Củ Chi,230,8,5,3.78
Nhà mặt tiền,Huyện Hóc Môn,369,1,2,4.09
Biệt thự,Quận Phú Nhuận,242,5,5,78.81
Biệt thự,Quận Tân Phú,224,2,3,27.46
Nhà hẻm,Quận 4,431,2,3,7.32
Nhà mặt tiền,Quận Phú Nhuận,104,5,1,8.2
Biệt thự,Quận 1,459,7,3,322.93
Nhà hẻm,Quận 1,158,8,6,36.39
Nhà hẻm,Quận 5,136,1,5,10.83
Nhà hẻm,Quận 1,456,6,6,90.07
Nhà mặt tiền,Quận Phú Nhuận,27,8,5,4.83
Nhà hẻm,Huyện Củ Chi,389,3,4,1.22
Biệt thự,Quận 9 (TP. Thủ Đức),394,6,2,29.64
Biệt thự,Quận Gò Vấp,420,3,3,62.57
Nhà mặt tiền,Quận Gò Vấp,358,1,6,22.18
Chung cư,Quận Bình Thạnh,409,2,1,7.78
Nhà mặt tiền,Quận 1,430,2,3,103.4
Nhà mặt tiền,Huyện Nhà Bè,186,9,2,7.83
Nhà hẻm,Quận 7,68,2,2,1.5
Chung cư,Huyện Cần Giờ,266,4,1,0.82
Nhà mặt tiền,Quận Bình Tân,64,4,5,6.7
Nhà hẻm,Quận Bình Tân,60,4,4,6.5
Nhà mặt tiền,Quận Bình Tân,75.6,5,4,7.5
Biệt thự,Quận 9 (TP. Thủ Đức),117.1,7,1,8.45
Nhà hẻm,Quận 12,60,4,4,4.3
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),78,3,2,4
Nhà hẻm,Quận Bình Tân,60,5,5,6.3
Nhà mặt tiền,Huyện Nhà Bè,68.8,4,4,7.8
Nhà hẻm,Quận Bình Tân,40.1,2,1,3.6
Chung cư,Quận 3,30.71,2,2,4.2
Nhà hẻm,Huyện Nhà Bè,50,3,3,5.1
Nhà mặt tiền,Quận 7,96,4,2,9.35
Biệt thự,Quận Bình Tân,142,3,2,7.9
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,3,9.8
Chung cư,Quận Gò Vấp,37.5,3,4,5.99
Nhà mặt tiền,Quận 7,98.7,7,2,5.2
Nhà hẻm,Quận Bình Tân,60,3,3,5.3
Nhà hẻm,Quận Gò Vấp,59,4,4,6.7
Nhà mặt tiền,Quận Bình Tân,72,5,5,8.3
Chung cư,Quận Phú Nhuận,33.1,2,2,5.2
Nhà hẻm,Quận Bình Tân,40,5,4,4.8
Chung cư,Quận Bình Thạnh,26,3,3,4.05
Nhà mặt tiền,Huyện Nhà Bè,80,3,3,7.39
Nhà mặt tiền,Quận Gò Vấp,80,4,4,7.45
Nhà mặt tiền,Quận Tân Phú,66,4,4,10
Nhà mặt tiền,Quận 12,88,4,3,7.6
Nhà mặt tiền,Quận Tân Phú,65,4,1,6.2
Chung cư,Quận Bình Tân,25,2,2,2.4
Nhà hẻm,Quận Gò Vấp,63,4,3,6.85
Nhà hẻm,Quận Bình Tân,50,3,2,5.8
Nhà mặt tiền,Quận Bình Tân,84,2,2,9.5
Nhà mặt tiền,Quận Bình Tân,84,3,3,9.3
Nhà mặt tiền,Quận 7,72,3,2,6.8
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),53.8,3,4,4.8
Nhà hẻm,Quận Bình Thạnh,50,3,4,9.6
Nhà hẻm,Quận Gò Vấp,46,2,2,4.6
Nhà hẻm,Quận 7,60,4,4,5
Nhà mặt tiền,Quận Gò Vấp,80,3,2,7.5
Chung cư,Quận Phú Nhuận,29,3,4,7.15
Nhà hẻm,Quận Bình Thạnh,62,5,4,7
Nhà hẻm,Quận 8,43.1,3,2,4.2
Nhà hẻm,Quận Gò Vấp,60,9,4,7.3
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),88,4,3,6.9
Chung cư,Quận Bình Thạnh,25,3,4,3.9
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),48,3,2,3.25
Nhà mặt tiền,Quận Tân Phú,68,4,4,9.7
Nhà hẻm,Quận 7,60,3,3,5.47
Nhà hẻm,Quận Bình Tân,52,5,5,5.95
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),100,3,3,7.7
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),42.4,1,1,4.9
Chung cư,Quận Phú Nhuận,18,3,3,3.3
Nhà mặt tiền,Quận Bình Tân,94,4,3,8.7
Nhà mặt tiền,Quận 12,64,4,4,6.6
Nhà hẻm,Quận Tân Bình,53,4,3,8.9
Chung cư,Quận 10,30,2,3,8.8
Nhà hẻm,Quận Tân Bình,52,7,5,7.5
Nhà hẻm,Quận Bình Thạnh,48,6,5,7.25
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,3,3,7.2
Nhà mặt tiền,Quận Tân Phú,64,2,2,9
Chung cư,Quận Bình Tân,35,2,1,1.93
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),52,4,4,7.2
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),55,4,5,9.3
Nhà hẻm,Quận 7,60,4,4,8.6
Biệt thự,Quận 8,110,4,3,7.7
Nhà mặt tiền,Quận Gò Vấp,64,3,3,7.8
Biệt thự,Huyện Hóc Môn,176,3,1,7
Nhà hẻm,Quận 12,50.1,4,3,4.45
Nhà hẻm,Quận 7,56.4,5,4,9.3
Nhà mặt tiền,Huyện Nhà Bè,80,4,4,7.5
