Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Nhà mặt tiền,Quận 2,200,2,3,5455191920
Nhà mặt tiền,Quận 4,85,2,2,1387116071
Nhà mặt tiền,Quận 11,210,2,3,7001617844
Chung cư,Củ Chi,250,4,2,5868646857
Chung cư,Quận 12,215,4,1,4049953188
Biệt thự,Phú Nhuận,197,4,1,5327355055
Nhà mặt tiền,Bình Thạnh,236,2,3,8809936297
Nhà mặt tiền,Quận 3,150,7,4,7359121076
Nhà hẻm,Quận 1,97,4,3,2696708612
Nhà mặt tiền,Hóc Môn,71,7,4,1549218208
Biệt thự,Hóc Môn,127,6,4,3960543627
Nhà mặt tiền,Quận 6,74,3,4,1694193803
Biệt thự,Tân Phú,101,6,2,2634208097
Nhà hẻm,Gò Vấp,199,3,4,6271201885
Nhà hẻm,Quận 2,155,3,4,4494490680
Nhà hẻm,Quận 7,222,5,1,4355241578
Nhà mặt tiền,Quận 2,205,5,1,4707054747
Chung cư,Củ Chi,55,7,4,964928576
Nhà mặt tiền,Bình Chánh,124,8,4,3789052304
Biệt thự,Nhà Bè,188,6,3,6315536184
Nhà mặt tiền,Quận 11,198,3,1,4397567763
Nhà mặt tiền,Nhà Bè,53,5,1,442717805
Nhà mặt tiền,Bình Thạnh,250,3,4,12296561415
Nhà hẻm,Quận 10,92,7,1,1704943810
Chung cư,Gò Vấp,103,3,4,2708881541
Nhà hẻm,Quận 1,193,7,1,4783862827
Biệt thự,Tân Phú,155,2,1,2619795954
Chung cư,Tân Bình,70,7,2,1385060897
Biệt thự,Quận 7,85,4,3,2351992566
Nhà hẻm,Gò Vấp,115,7,4,3565297564
Nhà hẻm,Bình Thạnh,223,6,1,6334239763
Chung cư,Quận 7,231,5,1,5238311979
Biệt thự,Quận 9,100,5,4,3203705844
Nhà hẻm,Hóc Môn,218,4,4,5855134730
Nhà hẻm,Quận 7,211,6,1,4161589512
Nhà hẻm,Quận 9,67,7,4,1705535228
Nhà mặt tiền,Quận 3,183,7,3,8812479713
Biệt thự,Quận 10,239,3,2,9590775052
Nhà mặt tiền,Bình Chánh,91,6,2,1618648009
Nhà hẻm,Quận 5,87,6,1,1605122631
Nhà mặt tiền,Quận 4,69,5,4,1778064201
Biệt thự,Quận 9,129,6,4,4818856657
Nhà hẻm,Quận 12,140,6,3,4572067842
Nhà hẻm,Gò Vấp,151,5,2,3698597087
Nhà mặt tiền,Thủ Đức,51,2,2,596873476
Chung cư,Gò Vấp,148,8,3,5495126114
Nhà mặt tiền,Quận 11,203,5,3,9107729629
Nhà mặt tiền,Bình Tân,233,8,2,8276629765
Nhà hẻm,Hóc Môn,194,2,1,2154872043
Chung cư,Quận 9,87,2,3,1566206917
Nhà mặt tiền,Quận 8,72,8,2,1538459107
Biệt thự,Tân Phú,146,7,4,6702133467
Nhà mặt tiền,Cần Giờ,119,3,4,2650077460
Chung cư,Tân Phú,218,5,1,4918935249
Nhà hẻm,Bình Thạnh,169,8,2,6918613403
Biệt thự,Quận 2,149,3,3,4662748993
Nhà mặt tiền,Tân Phú,137,6,4,5487544569
Nhà mặt tiền,Cần Giờ,209,3,4,6012819827
Nhà mặt tiền,Tân Phú,235,4,4,9322898649
Nhà hẻm,Củ Chi,129,4,2,2261488616
Biệt thự,Nhà Bè,114,4,3,2642489893
Biệt thự,Quận 3,109,5,4,4933384902
Biệt thự,Phú Nhuận,212,5,3,11516820340
Biệt thự,Hóc Môn,60,6,2,909488565
Biệt thự,Tân Bình,103,2,2,2031910499
Nhà hẻm,Quận 11,121,8,4,4970928959
Nhà mặt tiền,Quận 8,101,8,1,1720459623
Nhà hẻm,Quận 11,173,5,4,7664388263
Nhà hẻm,Quận 2,69,2,1,614987887
Nhà hẻm,Phú Nhuận,105,4,2,2586717577
Biệt thự,Quận 2,78,2,2,1333856279
Chung cư,Cần Giờ,153,6,2,3106926492
Chung cư,Bình Thạnh,174,8,4,8685306033
Chung cư,Quận 12,229,4,4,9215415726
Chung cư,Quận 8,193,5,2,5722386763
Biệt thự,Quận 4,175,6,3,7635008059
Chung cư,Quận 7,55,6,3,974492357
Nhà hẻm,Quận 7,178,5,4,6064633404
Nhà hẻm,Quận 7,179,7,3,6062223546
Nhà hẻm,Bình Tân,119,2,2,1979651752
Nhà mặt tiền,Nhà Bè,58,8,2,853105106
Chung cư,Phú Nhuận,161,2,3,4592397114
Chung cư,Nhà Bè,95,5,1,1055117332
Nhà hẻm,Bình Tân,159,3,4,4609830877
Nhà mặt tiền,Quận 11,129,6,3,5270866793
Biệt thự,Tân Phú,204,6,3,8286701383
Nhà hẻm,Củ Chi,135,5,3,2894225445
Biệt thự,Quận 8,76,5,3,2064964443
Chung cư,Quận 9,227,5,3,8217624487
Nhà hẻm,Tân Bình,144,6,3,4444215791
Biệt thự,Quận 4,164,3,3,5116177433
Nhà hẻm,Quận 10,58,6,4,1496610513
Nhà hẻm,Quận 11,214,3,1,4362350252
Nhà hẻm,Quận 7,190,8,2,5819227491
Nhà mặt tiền,Củ Chi,98,4,3,2067610715
Nhà mặt tiền,Củ Chi,129,8,1,1941230111
Biệt thự,Bình Tân,116,4,3,3606314834
Biệt thự,Tân Phú,76,3,2,1390159462
Nhà mặt tiền,Quận 7,104,4,3,2843767598
Chung cư,Quận 11,139,2,4,4426647714
Nhà hẻm,Bình Chánh,163,5,2,3514239029
Nhà mặt tiền,Nhà Bè,226,6,1,4030898210
Biệt thự,Quận 2,225,3,1,5041072881
Chung cư,Bình Chánh,109,5,4,2396944622
Chung cư,Quận 5,223,3,1,5008981956
Chung cư,Quận 12,148,5,1,2771437027
Biệt thự,Củ Chi,98,6,4,2605133989
Nhà hẻm,Quận 10,82,7,2,2104822250
Nhà mặt tiền,Gò Vấp,179,2,1,2751938941
Chung cư,Tân Phú,163,5,3,5349718765
Biệt thự,Quận 2,213,5,1,4841718656
Nhà mặt tiền,Quận 8,208,2,3,5999632255
Nhà hẻm,Quận 3,86,6,3,2342912578
Chung cư,Quận 5,102,7,2,3097102621
Nhà hẻm,Quận 3,106,8,1,2095419932
Chung cư,Nhà Bè,110,6,4,2672303580
Biệt thự,Quận 4,177,5,3,7064005925
Nhà hẻm,Quận 6,98,7,4,2804052183
Chung cư,Quận 2,159,6,1,3161841176
Nhà hẻm,Quận 4,139,3,4,3740006999
Biệt thự,Cần Giờ,177,2,3,4087230442
Nhà hẻm,Quận 4,81,7,1,1091614330
Chung cư,Nhà Bè,121,3,4,2497188141
Chung cư,Quận 12,128,4,4,3971179020
Nhà hẻm,Quận 9,249,8,2,7990480548
Nhà mặt tiền,Tân Bình,78,7,1,1135357494
Chung cư,Cần Giờ,146,3,3,2907048806
Biệt thự,Quận 7,198,7,4,9480606385
Nhà mặt tiền,Quận 1,207,8,1,6225005483
Nhà mặt tiền,Nhà Bè,147,5,4,4149436836
Chung cư,Phú Nhuận,205,8,2,8488876949
Nhà hẻm,Tân Phú,100,6,1,1597502901
Nhà mặt tiền,Quận 5,136,3,1,2667385186
Nhà mặt tiền,Phú Nhuận,108,7,2,3351350917
Biệt thự,Bình Chánh,115,3,2,2171124839
Nhà mặt tiền,Quận 11,215,3,2,7278882192
Nhà mặt tiền,Củ Chi,147,5,1,2267939151
Biệt thự,Bình Tân,120,4,4,3983080343
Biệt thự,Hóc Môn,157,2,1,1913972462
Chung cư,Quận 10,128,8,1,2919889944
Nhà mặt tiền,Quận 2,53,4,4,1034082449
Nhà hẻm,Củ Chi,127,8,3,3184395906
Nhà mặt tiền,Nhà Bè,140,2,3,2713732858
Nhà mặt tiền,Bình Thạnh,194,3,1,4283866918
Biệt thự,Nhà Bè,210,7,3,8183593174
Biệt thự,Nhà Bè,110,6,3,2752943383
Nhà hẻm,Bình Chánh,161,4,1,2105971540
Biệt thự,Quận 5,114,8,4,5487894979
Nhà hẻm,Quận 9,203,2,2,4247158391
Biệt thự,Quận 4,81,2,1,974011338
Nhà mặt tiền,Tân Bình,217,6,4,9092641079
Nhà hẻm,Bình Tân,246,8,2,8587856788
Nhà mặt tiền,Bình Tân,108,5,1,1782820409
Biệt thự,Bình Thạnh,161,7,1,4820445648
Biệt thự,Bình Chánh,241,7,2,7492296366
Nhà hẻm,Tân Bình,242,3,1,4493902069
Biệt thự,Quận 1,239,3,4,11417220370
Nhà mặt tiền,Hóc Môn,123,6,4,3478816535
Biệt thự,Củ Chi,212,6,2,6257242074
Nhà mặt tiền,Quận 2,166,2,2,3791174368
Biệt thự,Thủ Đức,78,2,3,1482990910
Nhà hẻm,Quận 1,155,8,2,5885679575
Biệt thự,Nhà Bè,57,7,2,842672839
Biệt thự,Quận 3,65,6,2,1576305766
Nhà mặt tiền,Quận 6,154,4,3,5125931190
Nhà mặt tiền,Củ Chi,198,3,3,4939500150
Nhà hẻm,Thủ Đức,59,7,1,692261669
Nhà mặt tiền,Nhà Bè,230,5,3,7437480173
Biệt thự,Nhà Bè,107,7,4,3025732965
Biệt thự,Hóc Môn,122,5,4,3789837872
Biệt thự,Quận 6,190,5,2,6621977329
Nhà mặt tiền,Phú Nhuận,228,4,2,8751503814
Nhà hẻm,Quận 5,127,8,3,5608135716
Nhà hẻm,Bình Thạnh,60,4,1,719676304
Biệt thự,Quận 11,199,3,1,5004539031
Nhà mặt tiền,Quận 7,61,2,1,552066765
Biệt thự,Bình Chánh,216,6,1,4526326211
Biệt thự,Quận 5,86,8,4,3597815402
Chung cư,Quận 1,53,3,4,1121974198
Nhà mặt tiền,Quận 4,106,5,3,3202978799
Biệt thự,Củ Chi,147,8,4,5094615003
Biệt thự,Quận 4,246,4,3,10156031336
Nhà mặt tiền,Quận 12,246,4,1,5639719511
Biệt thự,Quận 5,184,3,2,6804542006
Nhà hẻm,Quận 1,202,6,3,8889214764
Chung cư,Quận 4,186,8,3,7091494330
Biệt thự,Phú Nhuận,136,6,4,6982581912
Biệt thự,Quận 11,172,4,4,8486325240
Biệt thự,Cần Giờ,196,4,1,3412773710
Biệt thự,Tân Phú,73,7,1,1225808584
Nhà mặt tiền,Nhà Bè,50,8,1,464120772
Nhà hẻm,Quận 9,119,2,4,2670313702
Chung cư,Tân Bình,228,2,2,5523223041
Nhà hẻm,Quận 1,115,6,4,4543370252
Biệt thự,Quận 7,91,7,3,2884511620
Nhà mặt tiền,Quận 6,132,4,3,3729595368
Nhà mặt tiền,Cần Giờ,135,5,4,3987641597
Nhà mặt tiền,Bình Thạnh,85,5,3,2768693326
Nhà mặt tiền,Quận 8,92,3,2,1780584891
Biệt thự,Phú Nhuận,137,3,1,2979164120
Nhà mặt tiền,Quận 2,244,4,3,8838949598
Biệt thự,Gò Vấp,51,4,2,785325040
Nhà mặt tiền,Quận 9,217,6,3,9042903361
Chung cư,Nhà Bè,166,3,2,3116878733
Nhà hẻm,Quận 1,100,5,4,3446154314
Chung cư,Củ Chi,156,2,1,1760836108
Chung cư,Cần Giờ,111,6,2,1909955194
Nhà hẻm,Quận 5,174,3,1,3269746275
Biệt thự,Củ Chi,148,8,2,4011621142
Chung cư,Nhà Bè,130,3,4,2621585057
Nhà mặt tiền,Quận 7,165,5,2,5144940630
Chung cư,Quận 5,145,3,4,5456667321
Nhà mặt tiền,Hóc Môn,223,8,2,5929115197
Biệt thự,Cần Giờ,203,4,1,3438822629
Nhà hẻm,Quận 12,98,2,1,1054472071
Nhà mặt tiền,Tân Bình,92,2,2,1564460267
Biệt thự,Gò Vấp,65,5,1,848560669
Nhà hẻm,Bình Chánh,193,5,2,4052416058
Nhà hẻm,Quận 10,101,6,4,3651218613
Nhà mặt tiền,Củ Chi,97,5,3,1948213001
Nhà mặt tiền,Hóc Môn,128,7,1,1881027635
Nhà mặt tiền,Tân Phú,148,5,3,5027305171
Nhà hẻm,Quận 5,163,5,2,5028420927
Chung cư,Tân Bình,213,6,2,7146710446
Nhà mặt tiền,Nhà Bè,236,4,4,7807601852
Nhà hẻm,Nhà Bè,114,8,1,1529029559
Chung cư,Quận 5,223,6,2,9292828508
Chung cư,Quận 2,233,5,1,4643236957
Nhà hẻm,Tân Bình,122,7,3,3651705518
Biệt thự,Tân Bình,185,2,1,3160220718
Chung cư,Quận 6,221,4,1,4540964961
Nhà mặt tiền,Quận 2,105,6,1,1757030114
Nhà mặt tiền,Bình Tân,74,2,2,1088923082
Nhà mặt tiền,Quận 3,169,6,4,8999739299
Nhà mặt tiền,Quận 12,191,5,1,4007229316
Nhà hẻm,Cần Giờ,60,6,4,1068190515
Biệt thự,Quận 2,60,5,2,1213808362
Chung cư,Nhà Bè,70,8,4,1449785838
Nhà mặt tiền,Cần Giờ,52,2,3,531311638
Biệt thự,Củ Chi,69,5,2,1118896146
Nhà hẻm,Quận 5,206,3,1,4305094166
Biệt thự,Nhà Bè,131,7,4,4053020323
Chung cư,Tân Bình,189,5,3,6733972281
Nhà mặt tiền,Quận 8,223,2,4,7025059046
Nhà mặt tiền,Bình Thạnh,57,2,2,857063467
Nhà hẻm,Bình Thạnh,58,6,2,1175115730
Biệt thự,Quận 7,79,6,2,1901036502
Nhà mặt tiền,Quận 10,164,4,1,3815280359
Nhà mặt tiền,Nhà Bè,93,8,4,2406130288
Nhà hẻm,Bình Thạnh,103,8,3,3567800815
Biệt thự,Tân Phú,164,8,2,5682626911
Biệt thự,Quận 3,220,5,1,6819851224
Biệt thự,Hóc Môn,133,7,3,3829552487
Chung cư,Nhà Bè,215,6,1,3443720308
Chung cư,Thủ Đức,187,6,1,4037876135
Nhà hẻm,Hóc Môn,57,3,2,559863643
Biệt thự,Tân Bình,227,2,4,7915071863
Nhà hẻm,Quận 9,247,7,4,9714523213
Biệt thự,Quận 5,186,6,3,8799563454
Biệt thự,Quận 3,168,2,3,5981561180
Nhà mặt tiền,Quận 2,166,3,3,5125548232
Nhà mặt tiền,Quận 2,192,3,3,5949795003
Chung cư,Quận 12,158,2,4,4416853930
Biệt thự,Quận 1,50,6,4,1465881902
Biệt thự,Quận 10,117,7,4,5935784218
Nhà hẻm,Quận 6,133,4,1,1979545674
Nhà mặt tiền,Bình Thạnh,168,7,2,6549098647
Nhà hẻm,Quận 7,78,7,3,1741496001
Nhà mặt tiền,Tân Phú,55,6,2,928790252
Nhà hẻm,Tân Phú,51,6,3,926913493
Chung cư,Bình Chánh,66,7,3,1159450021
Nhà mặt tiền,Bình Tân,241,4,2,7274537886
Biệt thự,Quận 10,97,2,2,2235555139
Chung cư,Phú Nhuận,67,6,1,1007917278
Nhà hẻm,Bình Thạnh,185,7,3,7854077093
Biệt thự,Nhà Bè,223,8,4,9258993808
Nhà hẻm,Quận 1,67,3,3,1396136845
Chung cư,Quận 8,167,5,1,3389130988
Nhà hẻm,Quận 4,169,2,2,3460573397
Nhà hẻm,Tân Bình,219,6,1,4906948783
Nhà hẻm,Quận 8,233,2,4,6896432588
Biệt thự,Củ Chi,53,3,2,593145303
Nhà hẻm,Quận 4,190,4,3,5555771179
Nhà mặt tiền,Quận 12,102,3,4,2677812467
Chung cư,Quận 2,93,8,1,1573844807
Biệt thự,Quận 3,58,7,2,1422917860
Biệt thự,Quận 8,102,7,3,3798661754
Nhà mặt tiền,Quận 11,82,7,4,3179719563
Chung cư,Hóc Môn,193,5,3,5267246885
Chung cư,Quận 4,59,2,4,889692228
Chung cư,Quận 10,245,8,4,13227286933
Nhà mặt tiền,Quận 9,57,4,3,1088081696
Nhà mặt tiền,Quận 5,127,4,2,4059419357
Chung cư,Bình Thạnh,65,4,3,1465078536
Biệt thự,Quận 7,202,4,3,8231392944
Biệt thự,Quận 6,234,6,2,9411881070
Nhà hẻm,Quận 5,129,3,2,3248407328
Nhà hẻm,Bình Tân,225,3,4,7320948450
Nhà mặt tiền,Quận 1,55,7,4,1437323150
Biệt thự,Gò Vấp,109,6,3,3793807159
Biệt thự,Cần Giờ,162,8,3,5587752696
Chung cư,Cần Giờ,158,4,3,3850662515
Chung cư,Quận 8,189,2,2,4345188168
Chung cư,Củ Chi,120,2,4,2260355164
Nhà hẻm,Quận 4,53,3,1,443188305
Biệt thự,Thủ Đức,144,3,1,2617317928
Chung cư,Phú Nhuận,71,3,3,1694799240
Biệt thự,Phú Nhuận,159,7,3,7720419862
Nhà mặt tiền,Bình Chánh,168,3,1,2253788510
Chung cư,Tân Bình,75,7,3,1832563683
Nhà mặt tiền,Thủ Đức,75,4,2,1420645790
Nhà mặt tiền,Quận 5,236,5,4,13990972382
Biệt thự,Bình Chánh,88,5,3,1853792590
Biệt thự,Tân Phú,135,2,4,3865069165
Nhà mặt tiền,Bình Chánh,157,3,4,3790893524
Nhà mặt tiền,Bình Chánh,159,4,4,4151276959
Nhà mặt tiền,Quận 6,97,5,4,2867400491
Biệt thự,Quận 3,106,4,3,3784494211
Chung cư,Quận 1,127,7,1,2840585094
Chung cư,Quận 12,177,3,4,6173389005
Nhà hẻm,Củ Chi,118,5,1,1383818688
Nhà hẻm,Cần Giờ,69,5,1,652699552
Chung cư,Quận 12,136,3,1,2161874859
Nhà mặt tiền,Quận 10,234,8,3,12709998416
Biệt thự,Bình Tân,134,8,1,3277317467
Nhà mặt tiền,Quận 4,51,7,4,1089183298
Nhà hẻm,Quận 7,167,8,2,4670302505
Biệt thự,Phú Nhuận,189,7,3,9746111211
Biệt thự,Quận 8,191,8,3,8640295868
Nhà mặt tiền,Gò Vấp,122,5,3,3692621010
Nhà hẻm,Quận 11,178,2,2,4464784322
Nhà hẻm,Phú Nhuận,129,6,2,4191585688
Nhà hẻm,Quận 3,192,3,4,7597781831
Chung cư,Cần Giờ,115,4,1,1346869093
Nhà hẻm,Cần Giờ,130,7,1,1744264394
Nhà mặt tiền,Quận 8,235,6,2,8049559850
Nhà hẻm,Quận 4,95,7,3,2381299455
Nhà hẻm,Nhà Bè,70,3,1,556364839
Chung cư,Quận 1,227,7,4,12936942035
Biệt thự,Bình Chánh,63,7,4,1403379073
Biệt thự,Củ Chi,243,7,4,10644847833
Biệt thự,Quận 8,60,7,4,1562170119
Chung cư,Quận 10,88,7,2,2612750337
Nhà mặt tiền,Cần Giờ,186,2,4,3990467851
Nhà mặt tiền,Bình Tân,105,5,2,2396416278
Nhà mặt tiền,Gò Vấp,248,5,2,7893979482
Chung cư,Quận 2,145,5,4,5332861249
Biệt thự,Quận 1,57,7,4,1887283158
Nhà hẻm,Bình Tân,115,7,3,3205633826
Biệt thự,Cần Giờ,146,3,1,2076325324
Biệt thự,Bình Thạnh,131,6,4,6632726627
Nhà mặt tiền,Quận 11,172,4,3,7228094982
Chung cư,Quận 2,56,5,3,1059173698
Nhà mặt tiền,Cần Giờ,191,6,3,5443799933
Nhà mặt tiền,Quận 8,52,2,3,716848764
Biệt thự,Quận 8,239,4,2,7937436647
Nhà mặt tiền,Tân Bình,236,3,4,9726104717
Nhà mặt tiền,Quận 7,207,4,2,5970339915
Biệt thự,Phú Nhuận,87,5,2,2577913990
Chung cư,Gò Vấp,112,3,2,2266813536
Biệt thự,Tân Phú,53,8,3,1210668509
Chung cư,Quận 10,157,8,1,3823028953
Nhà mặt tiền,Quận 12,164,5,1,3362569926
Biệt thự,Phú Nhuận,232,4,3,11443414985
Biệt thự,Quận 3,173,6,2,7028521405
Chung cư,Quận 8,171,3,4,5708205521
Biệt thự,Quận 11,124,2,2,3353893794
Nhà mặt tiền,Phú Nhuận,242,2,1,5164423062
Nhà hẻm,Quận 11,70,8,1,1143219118
Chung cư,Bình Thạnh,200,6,4,9601129231
Nhà mặt tiền,Thủ Đức,101,3,2,1941364957
Nhà hẻm,Quận 11,217,7,1,5791077066
Chung cư,Quận 1,85,4,4,2679558219
Nhà mặt tiền,Bình Tân,108,7,4,3459660302
Biệt thự,Quận 5,204,2,4,9283515597
Biệt thự,Quận 10,64,8,4,2297663035
Biệt thự,Nhà Bè,73,5,2,1185814967
Nhà mặt tiền,Hóc Môn,138,8,1,2413290583
Nhà hẻm,Thủ Đức,120,3,4,2850578696
Nhà hẻm,Thủ Đức,183,5,4,6518175598
Nhà mặt tiền,Quận 5,231,3,2,8070081439
Nhà mặt tiền,Quận 7,145,2,2,3001038344
Nhà mặt tiền,Bình Thạnh,122,3,2,3102094241
Chung cư,Quận 6,221,3,1,4149432251
Nhà mặt tiền,Hóc Môn,109,8,2,2299792560
Nhà hẻm,Tân Phú,191,4,1,3438012662
Biệt thự,Phú Nhuận,229,8,1,8285545506
Chung cư,Quận 6,109,5,2,2591004333
Chung cư,Quận 12,113,4,2,2326305021
Nhà hẻm,Cần Giờ,118,7,1,1616628622
Chung cư,Quận 11,163,7,1,4397926714
Chung cư,Quận 12,68,5,1,781501381
Chung cư,Quận 3,182,2,2,4648245966
Nhà hẻm,Quận 2,165,4,1,2672058283
Nhà hẻm,Thủ Đức,141,4,3,3657069000
Biệt thự,Quận 4,170,6,1,3917612551
Biệt thự,Quận 4,95,3,4,2646482786
Biệt thự,Thủ Đức,54,3,1,572810425
Biệt thự,Gò Vấp,118,2,4,3209796426
Chung cư,Bình Chánh,183,2,1,2120952115
Nhà mặt tiền,Quận 2,202,6,3,8362212166
Nhà hẻm,Quận 5,240,2,1,4879915239
Nhà hẻm,Hóc Môn,57,8,3,857125342
Biệt thự,Thủ Đức,127,6,3,4779488065
Chung cư,Quận 8,92,2,4,1988227123
Nhà mặt tiền,Nhà Bè,186,4,1,2863260425
Biệt thự,Bình Thạnh,195,4,4,9527726475
Chung cư,Tân Bình,55,4,3,905621798
Nhà mặt tiền,Quận 2,187,3,3,5938642970
Nhà hẻm,Bình Tân,71,2,4,1214430264
Nhà hẻm,Củ Chi,102,7,2,1777324987
Chung cư,Quận 12,186,8,2,6393176670
Nhà mặt tiền,Quận 11,125,3,4,4471467595
Nhà hẻm,Thủ Đức,199,7,2,6363771407
Nhà hẻm,Gò Vấp,178,6,3,6269066676
Nhà mặt tiền,Hóc Môn,231,8,4,9135207259
Nhà hẻm,Tân Phú,214,3,1,3728505617
Biệt thự,Nhà Bè,217,5,1,4011667927
Biệt thự,Hóc Môn,100,6,2,1953094461
Biệt thự,Quận 5,141,4,3,5551011482
Chung cư,Bình Thạnh,74,7,1,1343347977
Biệt thự,Gò Vấp,200,3,3,7633966360
Nhà hẻm,Bình Tân,67,2,1,571064706
Nhà mặt tiền,Tân Phú,133,8,2,3708564046
Chung cư,Tân Bình,81,5,3,1970239565
Biệt thự,Gò Vấp,119,6,3,4137529467
Nhà mặt tiền,Bình Chánh,151,5,3,3712477097
Nhà hẻm,Hóc Môn,69,8,2,1073584348
Nhà hẻm,Gò Vấp,242,3,1,4447328979
Biệt thự,Quận 6,177,4,3,6642676570
Chung cư,Quận 7,171,3,3,4875991311
Nhà hẻm,Quận 6,117,3,1,1497961058
Nhà mặt tiền,Hóc Môn,50,7,3,746069453
Biệt thự,Quận 11,175,4,1,4962570753
Nhà hẻm,Quận 1,162,5,1,3610011944
Biệt thự,Quận 5,84,4,1,1517393981
Nhà hẻm,Quận 10,196,8,2,6979353099
Nhà mặt tiền,Tân Phú,209,4,1,4186017725
Nhà hẻm,Quận 2,222,3,1,3850232778
Biệt thự,Phú Nhuận,95,2,2,2259851117
Nhà mặt tiền,Quận 1,79,3,2,1711958051
Nhà mặt tiền,Quận 8,115,3,1,1676180118
Nhà mặt tiền,Quận 11,157,6,4,7337697712
Biệt thự,Quận 8,91,6,4,3094845604
Nhà hẻm,Quận 9,82,7,1,1179219614
Nhà mặt tiền,Quận 10,117,5,1,2433590213
Nhà hẻm,Quận 2,178,2,2,3662329001
Biệt thự,Củ Chi,134,8,1,2275713217
Biệt thự,Bình Thạnh,121,6,2,4094997426
Nhà mặt tiền,Quận 3,220,4,3,10300620659
Chung cư,Quận 1,165,2,3,5109691934
Nhà mặt tiền,Quận 5,107,5,2,3508771496
Nhà hẻm,Quận 9,202,6,3,7252099575
Nhà mặt tiền,Quận 10,190,2,2,5195389545
Biệt thự,Hóc Môn,155,8,4,5758341620
Chung cư,Quận 5,156,2,3,4625731536
Nhà hẻm,Bình Tân,222,5,1,4945436042
Nhà mặt tiền,Quận 7,215,7,1,4893125659
Nhà hẻm,Tân Bình,96,5,1,1346599154
Nhà mặt tiền,Quận 2,172,4,1,3375126921
Nhà mặt tiền,Quận 4,150,4,3,4774730343
Nhà mặt tiền,Quận 10,207,8,1,6413781295
Chung cư,Gò Vấp,74,5,3,1710369932
Biệt thự,Quận 5,221,4,4,11918448439
Chung cư,Quận 8,224,3,4,8050408182
Nhà hẻm,Hóc Môn,174,4,2,3460998406
Nhà mặt tiền,Quận 3,141,7,1,3581121664
Nhà mặt tiền,Quận 8,191,7,4,8457732360
Nhà mặt tiền,Bình Tân,75,8,3,2144717340
Nhà hẻm,Bình Thạnh,227,8,1,6769491201
Chung cư,Quận 6,233,6,3,8228927319
Nhà hẻm,Quận 6,103,6,4,3109051920
Chung cư,Quận 6,203,6,4,9199193071
Nhà hẻm,Quận 9,54,7,1,584609941
Nhà hẻm,Tân Phú,165,4,2,4346878702
Nhà hẻm,Quận 6,123,4,4,3538804836
Chung cư,Quận 8,176,6,4,7518957837
Nhà hẻm,Phú Nhuận,128,5,3,4237119474
Chung cư,Quận 3,100,3,4,3039783535
Chung cư,Tân Phú,205,4,1,3992259981
Chung cư,Quận 6,157,8,2,4879466768
Chung cư,Quận 4,175,4,2,4743440515
Biệt thự,Cần Giờ,240,3,2,5856252185
Nhà hẻm,Quận 10,174,3,4,6558536387
Chung cư,Quận 10,52,5,2,986301539
Nhà hẻm,Quận 6,62,3,2,823788756
Biệt thự,Cần Giờ,190,6,4,6719713209
Chung cư,Bình Thạnh,229,4,3,10517311957
Biệt thự,Tân Phú,160,2,2,3840987851
Biệt thự,Bình Thạnh,80,2,3,2065703547
Chung cư,Củ Chi,221,3,3,5091930236
Biệt thự,Bình Tân,116,4,2,2847596294
Nhà hẻm,Quận 8,185,3,2,4503794027
Nhà mặt tiền,Nhà Bè,173,8,1,3119587080
Nhà mặt tiền,Bình Thạnh,151,8,4,7602828960
Biệt thự,Quận 2,83,3,2,1743792690
Biệt thự,Quận 4,194,5,1,5007570443
Nhà mặt tiền,Quận 6,249,8,1,6465864272
Biệt thự,Bình Chánh,224,7,4,8975896838
Nhà hẻm,Bình Thạnh,126,5,4,4797979983
Nhà mặt tiền,Quận 9,195,3,1,3734761240
Nhà hẻm,Tân Phú,187,3,1,3250398671
Nhà hẻm,Tân Phú,174,2,2,3526347675
Nhà mặt tiền,Quận 8,184,2,2,4315326104
Nhà mặt tiền,Quận 4,231,5,2,7415039175
Biệt thự,Quận 9,206,8,1,5893482216
Chung cư,Phú Nhuận,65,8,4,2200828296
Chung cư,Tân Phú,248,8,1,6597276892
Biệt thự,Tân Bình,157,2,3,4303269537
Nhà hẻm,Quận 2,58,7,2,1006009808
Chung cư,Quận 3,158,7,2,5862121487
Chung cư,Bình Thạnh,211,8,1,5868683074
Biệt thự,Bình Tân,149,3,4,5131433692
Biệt thự,Cần Giờ,66,8,4,1440574956
Nhà hẻm,Bình Chánh,194,4,1,2615669740
Nhà mặt tiền,Hóc Môn,201,6,1,3542543046
Biệt thự,Quận 7,139,3,2,3725215104
Nhà hẻm,Quận 12,149,7,4,5526685558
Nhà hẻm,Quận 12,192,2,2,4209361362
Chung cư,Quận 11,187,2,4,7107848026
Chung cư,Thủ Đức,104,7,4,3409460867
Nhà hẻm,Tân Phú,101,7,4,2860198343
Chung cư,Gò Vấp,125,3,4,3366199776
Nhà mặt tiền,Quận 1,175,5,2,5965137396
Nhà mặt tiền,Quận 9,181,2,4,5560556486
Nhà mặt tiền,Quận 3,94,5,1,1789160838
Biệt thự,Tân Phú,116,8,3,4133148991
Nhà hẻm,Bình Thạnh,72,5,2,1540276829
Biệt thự,Gò Vấp,55,4,1,647927202
Chung cư,Nhà Bè,205,2,2,3731333559
Nhà mặt tiền,Phú Nhuận,68,4,1,1031438379
